8598589,1718881692
8598534,1718881692
8598573,1718881692
8598595,1718881692
8598565,1718881692
8598592,1718881692
8598582,1718881692
8598603,1718881692
8598564,1718881692
8598552,1718881692
8598584,1718881692
8598578,1718881692
8598589,1718881692
8598570,1718881692
8598547,1718881692
8598577,1718881692
8598593,1718881692
8598582,1718881692
8598591,1718881692
8598580,1718881692
8598607,1718881692
8598572,1718881692
8598569,1718881692
8598580,1718881692
8598577,1718881692
8598582,1718881692
8598562,1718881692
8598569,1718881692
8598581,1718881692
8598572,1718881692
8598561,1718881692
8598559,1718881692
8598573,1718881692
8598579,1718881692
8598583,1718881692
8598565,1718881692
8598568,1718881692
8598553,1718881692
8598561,1718881692
8598581,1718881692
8598567,1718881692
8598574,1718881692
8598563,1718881692
8598572,1718881692
8598557,1718881692
8598558,1718881692
8598589,1718881692
8598572,1718881692
8598555,1718881692
8598582,1718881692
8598580,1718881692
8598576,1718881692
8598574,1718881692
8598588,1718881692
8598616,1718881692
8598578,1718881692
8598580,1718881692
8598585,1718881692
8598573,1718881692
8598582,1718881692
8598544,1718881692
8598538,1718881692
8598568,1718881692
8598567,1718881692
8598576,1718881692
8598571,1718881692
8598593,1718881692
8598582,1718881692
8598541,1718881692
8598593,1718881692
8598571,1718881692
8598577,1718881692
8598569,1718881692
8598557,1718881692
8598556,1718881692
8598607,1718881692
8598470,1718881692
8598412,1718881692
8598832,1718881692
8598337,1718881692
8598583,1718881692
8598717,1718881692
8598442,1718881692
8598530,1718881692
8598614,1718881692
8598610,1718881692
8598533,1718881692
8598575,1718881692
8598598,1718881692
8598592,1718881692
8598562,1718881692
8598592,1718881692
8598566,1718881692
8598567,1718881692
8598584,1718881692
8598549,1718881692
8598535,1718881692
8598606,1718881692
8598589,1718881692
8598573,1718881692
8598577,1718881692
8598566,1718881692
8598570,1718881692
8598577,1718881692
8598588,1718881692
8598575,1718881692
8598576,1718881692
8598574,1718881692
8598571,1718881692
8598592,1718881692
8598608,1718881692
8598589,1718881692
8598559,1718881692
8598568,1718881692
8598600,1718881692
8598553,1718881692
8598606,1718881692
8598572,1718881692
8598565,1718881692
8598582,1718881692
8598545,1718881692
8598610,1718881692
8598616,1718881692
8598590,1718881692
8598557,1718881692
8598571,1718881692
8598573,1718881692
8598581,1718881692
8598560,1718881692
8598578,1718881692
8598566,1718881692
8598561,1718881692
8598593,1718881692
8598607,1718881692
8598572,1718881692
8598576,1718881692
8598596,1718881692
8598599,1718881692
8598593,1718881692
8598566,1718881692
8598557,1718881692
8598587,1718881692
8598586,1718881692
8598579,1718881692
8598569,1718881692
8598574,1718881692
8598584,1718881692
8598590,1718881692
8598584,1718881692
8598560,1718881692
8598592,1718881692
8598589,1718881692
8598579,1718881692
8598539,1718881692
8598645,1718881692
8598611,1718881692
8598554,1718881692
8598554,1718881692
8598636,1718881692
8598586,1718881692
8598572,1718881692
8598580,1718881692
8598569,1718881692
8598590,1718881692
8598581,1718881692
8598544,1718881692
8598595,1718881692
8598597,1718881692
8598583,1718881692
8598596,1718881692
8598541,1718881692
8598582,1718881692
8598569,1718881692
8598571,1718881692
8598566,1718881692
8598583,1718881692
8598563,1718881692
8598569,1718881692
8598592,1718881692
8598592,1718881692
8598590,1718881692
8598567,1718881692
8598595,1718881692
8598591,1718881692
8598586,1718881692
8598584,1718881692
8598582,1718881692
8598575,1718881692
8598584,1718881692
8598590,1718881692
8598561,1718881692
8598563,1718881692
8598554,1718881692
8598578,1718881692
8598618,1718881692
8598565,1718881692
8598565,1718881692
8598595,1718881692
8598610,1718881692
8598575,1718881692
8598568,1718881692
8598573,1718881692
8598573,1718881692
8598585,1718881692
8598590,1718881692
8598541,1718881692
8598607,1718881692
8598576,1718881692
8598577,1718881692
8598576,1718881692
8598569,1718881692
8598587,1718881692
8598599,1718881692
8598578,1718881692
8598556,1718881692
8598602,1718881692
8598585,1718881692
8598583,1718881692
8598580,1718881692
8598568,1718881692
8598569,1718881692
8598556,1718881692
8598597,1718881692
8598580,1718881692
8598567,1718881692
8598573,1718881692
8598592,1718881692
8598575,1718881692
8598587,1718881692
8598568,1718881692
8598567,1718881692
8598578,1718881692
8598572,1718881692
8598566,1718881692
8598578,1718881692
8598591,1718881692
8598582,1718881692
8598558,1718881692
8598589,1718881692
8598564,1718881692
8598578,1718881692
8598581,1718881692
8598569,1718881692
8598549,1718881692
8598588,1718881692
8598574,1718881692
8598577,1718881692
8598576,1718881692
8598569,1718881692
8598560,1718881692
8598592,1718881692
8598577,1718881692
8598581,1718881692
8598605,1718881692
8598572,1718881692
8598577,1718881692
8598570,1718881692
8598580,1718881692
8598569,1718881692
8598589,1718881692
8598575,1718881692
8598561,1718881692
8598562,1718881692
8598617,1718881692
8598577,1718881692
8598583,1718881692
8598583,1718881692
8598556,1718881692
8598566,1718881692
8598582,1718881692
8598592,1718881692
8598574,1718881692
8598576,1718881692
8598535,1718881692
8598574,1718881692
8598579,1718881692
8598576,1718881692
8598558,1718881692
8598572,1718881692
8598601,1718881692
8598587,1718881692
8598579,1718881692
8598572,1718881692
8598571,1718881692
8598588,1718881692
8598589,1718881692
8598580,1718881692
8598577,1718881692
8598576,1718881692
8598581,1718881692
8598573,1718881692
8598583,1718881692
8598553,1718881692
8598582,1718881692
8598587,1718881692
8598607,1718881692
8598602,1718881692
8598597,1718881692
8598570,1718881692
8598582,1718881692
8598598,1718881698
8598588,1718881698
8598565,1718881698
8598583,1718881698
8598597,1718881698
8598541,1718881698
8598600,1718881698
8598590,1718881698
8598561,1718881698
8598573,1718881698
8598584,1718881698
8598572,1718881698
8598551,1718881698
8598591,1718881698
8598577,1718881698
8598576,1718881698
8598593,1718881698
8598583,1718881698
8598603,1718881698
8598583,1718881698
8598608,1718881698
8598568,1718881698
8598571,1718881698
8598598,1718881698
8598595,1718881698
8598596,1718881698
8598590,1718881698
8598569,1718881698
8598573,1718881698
8598566,1718881698
8598580,1718881698
8598572,1718881698
8598579,1718881698
8598564,1718881698
8598585,1718881698
8598595,1718881698
8598597,1718881698
8598563,1718881698
8598575,1718881698
8598574,1718881698
8598562,1718881698
8598566,1718881698
8598616,1718881698
8598585,1718881698
8598587,1718881698
8598593,1718881698
8598597,1718881698
8598570,1718881698
8598565,1718881698
8598580,1718881698
8598582,1718881698
8598586,1718881698
8598590,1718881698
8598595,1718881698
8598593,1718881698
8598595,1718881698
8598549,1718881698
8598603,1718881698
8598563,1718881698
8598602,1718881698
8598565,1718881698
8598596,1718881698
8598576,1718881698
8598580,1718881698
8598564,1718881698
8598568,1718881698
8598563,1718881698
8598598,1718881698
8598584,1718881698
8598598,1718881698
8598581,1718881698
8598613,1718881698
8598577,1718881698
8598579,1718881698
8598564,1718881698
8598598,1718881698
8598576,1718881698
8598577,1718881698
8598559,1718881698
8598601,1718881698
8598562,1718881698
8598591,1718881698
8598567,1718881698
8598596,1718881698
8598574,1718881698
8598606,1718881698
8598556,1718881698
8598582,1718881698
8598567,1718881698
8598567,1718881698
8598602,1718881698
8598582,1718881698
8598588,1718881698
8598573,1718881698
8598586,1718881698
8598583,1718881698
8598576,1718881698
8598574,1718881698
8598588,1718881698
8598610,1718881698
8598618,1718881698
8598580,1718881698
8598572,1718881698
8598603,1718881698
8598595,1718881698
8598577,1718881698
8598538,1718881698
8598577,1718881698
8598577,1718881698
8598609,1718881698
8598596,1718881698
8598582,1718881698
8598569,1718881698
8598600,1718881698
8598584,1718881698
8598587,1718881698
8598627,1718881698
